timestamp, temperature_gpu, power_draw_w, utilization_gpu, utilization_memory, memory_used_mib, memory_free_mib, total_energy_consumption_j
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091368271
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091368271
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091377524
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091386790
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091396059
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091396059
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091396059
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091396059
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091396059
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091396059
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091396059
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091396059
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091396059
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091396059
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091396059
1.7229e+18, 33, 92, 0, 0, 2229, 98255, 102091396059
