timestamp, temperature_gpu, power_draw_w, utilization_gpu, utilization_memory, memory_used_mib, memory_free_mib, total_energy_consumption_j
                 NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1245149                     587987                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1245149                     587987                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1245149                     587987                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1245149                     587987                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1245149                     587987                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        1366881                     980154                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
#Entity   SMACT        SMOCC        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       SWPOWV                      SWPOWD                      SWPOWH                      
ID                                                                                                                                                                                                                                                                                          
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
GPU 0     0.000        0.000        0.000        0.000        0.000        0.000        652117                      299621                      0                           0                           0                           0                           0                           
